"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CHE","Switzerland","2018","2018",16.41327,,
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CHE","Switzerland","2019","2019",16.5003,,
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CHE","Switzerland","2020","2020",16.61781,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","SRB","Serbia","2016","2016",2.35045,"+","National Estimation"
"SLE_02","School life expectancy, pre-primary, both sexes (years)","SRB","Serbia","2017","2017",2.44332,"+","National Estimation"
"SLE_02","School life expectancy, pre-primary, both sexes (years)","SRB","Serbia","2018","2018",2.49306,"+","National Estimation"
"SLE_02","School life expectancy, pre-primary, both sexes (years)","SRB","Serbia","2019","2019",2.55014,"+","National Estimation"
"SLE_02","School life expectancy, pre-primary, both sexes (years)","SRB","Serbia","2020","2020",2.61485,"+","National Estimation"
"SLE_02","School life expectancy, pre-primary, both sexes (years)","SRB","Serbia","2021","2021",2.54899,"+","National Estimation"
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","FJI","Fiji","2016","2016",10.7465,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","FJI","Fiji","2019","2019",11.46933,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","FJI","Fiji","2020","2020",11.06547,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40505","Central Asia","2016","2016",0.98904,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40505","Central Asia","2017","2017",0.99332,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40505","Central Asia","2018","2018",0.99213,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40505","Central Asia","2019","2019",0.9919,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40505","Central Asia","2020","2020",0.98946,"‡","UIS Estimation"
"SLE_1T8_GPI","School life expectancy, primary to tertiary, gender parity index (GPI)","40640","Northern America ","2016","2016",1.07623,,
"SLE_1T8_GPI","School life expectancy, primary to tertiary, gender parity index (GPI)","40640","Northern America ","2017","2017",1.07553,,
"SLE_1T8_GPI","School life expectancy, primary to tertiary, gender parity index (GPI)","40640","Northern America ","2018","2018",1.07735,,
"SLE_1T8_GPI","School life expectancy, primary to tertiary, gender parity index (GPI)","40640","Northern America ","2019","2019",1.08053,,
"SLE_1T8_GPI","School life expectancy, primary to tertiary, gender parity index (GPI)","40640","Northern America ","2020","2020",1.08038,,
"SLE_1_M","School life expectancy, primary, male (years)","ERI","Eritrea","2017","2017",3.90721,,
"SLE_1_M","School life expectancy, primary, male (years)","ERI","Eritrea","2018","2018",3.85065,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2016","2016",18.99559,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2017","2017",19.74466,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2018","2018",19.88284,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2019","2019",20.80978,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NZL","New Zealand","2020","2020",20.73214,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","DJI","Djibouti","2016","2016",1.0656,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","DJI","Djibouti","2017","2017",1.06448,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","DJI","Djibouti","2018","2018",1.02893,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","DJI","Djibouti","2019","2019",1.00461,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","DJI","Djibouti","2020","2020",0.97121,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","DJI","Djibouti","2021","2021",0.93194,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","DJI","Djibouti","2022","2022",0.90688,,
"SLE_2T3_F","School life expectancy, secondary, female (years)","MYS","Malaysia","2016","2016",5.25025,,
"SLE_2T3_F","School life expectancy, secondary, female (years)","MYS","Malaysia","2017","2017",5.26539,,
"SLE_2T3_F","School life expectancy, secondary, female (years)","MYS","Malaysia","2018","2018",5.12014,,
"SLE_2T3_F","School life expectancy, secondary, female (years)","MYS","Malaysia","2019","2019",5.2145,,
"SLE_2T3_F","School life expectancy, secondary, female (years)","MYS","Malaysia","2020","2020",5.12599,,
"SLE_2T3_F","School life expectancy, secondary, female (years)","MYS","Malaysia","2021","2021",5.21246,,
"SLE_1T3","School life expectancy, primary and secondary, both sexes (years)","MDA","Republic of Moldova","2016","2016",11.5176,"+","National Estimation"
"SLE_1T3","School life expectancy, primary and secondary, both sexes (years)","MDA","Republic of Moldova","2017","2017",11.6783,"+","National Estimation"
"SLE_1T3","School life expectancy, primary and secondary, both sexes (years)","MDA","Republic of Moldova","2018","2018",11.75133,"+","National Estimation"
"SLE_1T3","School life expectancy, primary and secondary, both sexes (years)","MDA","Republic of Moldova","2019","2019",11.78634,"+","National Estimation"
"SLE_1T3","School life expectancy, primary and secondary, both sexes (years)","MDA","Republic of Moldova","2020","2020",11.85047,"+","National Estimation"
"SLE_1T3","School life expectancy, primary and secondary, both sexes (years)","MDA","Republic of Moldova","2021","2021",12.01289,"+","National Estimation"
"SLE_02","School life expectancy, pre-primary, both sexes (years)","40675","World","2016","2016",1.52498,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","40675","World","2017","2017",1.56249,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","40675","World","2018","2018",1.58198,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","40675","World","2019","2019",1.598,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","40675","World","2020","2020",1.59176,,
"SLE_1T8_GPI","School life expectancy, primary to tertiary, gender parity index (GPI)","AFG","Afghanistan","2018","2018",0.61438,"‡","UIS Estimation"
"SLE_1T3","School life expectancy, primary and secondary, both sexes (years)","PNG","Papua New Guinea","2018","2018",9.96049,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40617","Northern Africa and Western Asia","2016","2016",0.94727,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40617","Northern Africa and Western Asia","2017","2017",0.94956,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40617","Northern Africa and Western Asia","2018","2018",0.95026,,
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40617","Northern Africa and Western Asia","2019","2019",0.9527,"‡","UIS Estimation"
"SLE_1T2_GPI","School life expectancy, primary and lower secondary, gender parity index (GPI)","40617","Northern Africa and Western Asia","2020","2020",0.95489,"‡","UIS Estimation"
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","BGR","Bulgaria","2016","2016",0.99035,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","BGR","Bulgaria","2017","2017",0.99442,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","BGR","Bulgaria","2018","2018",0.99518,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","BGR","Bulgaria","2019","2019",0.99385,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","BGR","Bulgaria","2020","2020",0.99549,,
"SLE_1","School life expectancy, primary, both sexes (years)","FIN","Finland","2016","2016",6.02928,,
"SLE_1","School life expectancy, primary, both sexes (years)","FIN","Finland","2017","2017",6.0144,,
"SLE_1","School life expectancy, primary, both sexes (years)","FIN","Finland","2018","2018",6.01711,,
"SLE_1","School life expectancy, primary, both sexes (years)","FIN","Finland","2019","2019",5.99937,,
"SLE_1","School life expectancy, primary, both sexes (years)","FIN","Finland","2020","2020",6.00279,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","COL","Colombia","2016","2016",9.88746,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","COL","Colombia","2017","2017",9.86763,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","COL","Colombia","2018","2018",9.93965,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","COL","Colombia","2019","2019",10.06311,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","COL","Colombia","2020","2020",10.04465,,
"SLE_1T2_M","School life expectancy, primary and lower secondary, male (years)","COL","Colombia","2021","2021",10.16034,,
"SLE_1_M","School life expectancy, primary, male (years)","VAT","Holy See","2016","2016",,"a","Category not applicable"
"SLE_1_M","School life expectancy, primary, male (years)","VAT","Holy See","2017","2017",,"a","Category not applicable"
"SLE_1_M","School life expectancy, primary, male (years)","VAT","Holy See","2018","2018",,"a","Category not applicable"
"SLE_1_M","School life expectancy, primary, male (years)","VAT","Holy See","2019","2019",,"a","Category not applicable"
"SLE_1_M","School life expectancy, primary, male (years)","VAT","Holy See","2020","2020",,"a","Category not applicable"
"SLE_1_M","School life expectancy, primary, male (years)","VAT","Holy See","2021","2021",,"a","Category not applicable"
"SLE_1_M","School life expectancy, primary, male (years)","VAT","Holy See","2022","2022",,"a","Category not applicable"
"SLE_02_M","School life expectancy, pre-primary, male (years)","THA","Thailand","2016","2016",2.13025,"‡","UIS Estimation"
"SLE_02_M","School life expectancy, pre-primary, male (years)","THA","Thailand","2017","2017",2.18355,"‡","UIS Estimation"
"SLE_02_M","School life expectancy, pre-primary, male (years)","THA","Thailand","2018","2018",2.33744,"‡","UIS Estimation"
"SLE_02_M","School life expectancy, pre-primary, male (years)","THA","Thailand","2019","2019",2.34658,,
"SLE_02_M","School life expectancy, pre-primary, male (years)","THA","Thailand","2020","2020",2.24646,,
"SLE_1T2","School life expectancy, primary and lower secondary, both sexes (years)","BFA","Burkina Faso","2016","2016",7.69934,,
"SLE_1T2","School life expectancy, primary and lower secondary, both sexes (years)","BFA","Burkina Faso","2017","2017",8.00148,,
"SLE_1T2","School life expectancy, primary and lower secondary, both sexes (years)","BFA","Burkina Faso","2018","2018",8.2902,,
"SLE_1T2","School life expectancy, primary and lower secondary, both sexes (years)","BFA","Burkina Faso","2019","2019",8.09781,,
"SLE_1T2","School life expectancy, primary and lower secondary, both sexes (years)","BFA","Burkina Faso","2020","2020",7.91688,,
"SLE_1T2","School life expectancy, primary and lower secondary, both sexes (years)","BFA","Burkina Faso","2021","2021",7.7751,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2016","2016",12.18803,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2017","2017",12.30243,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2018","2018",12.40648,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2019","2019",12.50356,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40525","Arab States","2020","2020",12.55973,"‡","UIS Estimation"
"SLE_1T2_F","School life expectancy, primary and lower secondary, female (years)","USA","United States of America","2016","2016",9.05363,"+","National Estimation"
"SLE_1T2_F","School life expectancy, primary and lower secondary, female (years)","USA","United States of America","2017","2017",9.12554,"‡","UIS Estimation"
"SLE_1T2_F","School life expectancy, primary and lower secondary, female (years)","USA","United States of America","2018","2018",9.10904,"+","National Estimation"
"SLE_1T2_F","School life expectancy, primary and lower secondary, female (years)","USA","United States of America","2019","2019",9.13279,"+","National Estimation"
"SLE_1T2_F","School life expectancy, primary and lower secondary, female (years)","USA","United States of America","2020","2020",9.04184,"+","National Estimation"
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CAN","Canada","2016","2016",16.00966,"+","National Estimation"
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CAN","Canada","2017","2017",16.15789,"+","National Estimation"
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CAN","Canada","2018","2018",16.22465,,
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CAN","Canada","2019","2019",16.39626,,
"SLE_1T8","School life expectancy, primary to tertiary, both sexes (years)","CAN","Canada","2020","2020",16.63189,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","PER","Peru","2016","2016",0.98851,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","PER","Peru","2017","2017",0.97418,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","PER","Peru","2018","2018",0.96573,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","PER","Peru","2019","2019",0.96143,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","PER","Peru","2020","2020",0.96159,,
"SLE_1_GPI","School life expectancy, primary, gender parity index (GPI)","PER","Peru","2021","2021",0.96906,,
"SLE_1T3_M","School life expectancy, primary and secondary, male (years)","RWA","Rwanda","2016","2016",10.94979,,
"SLE_1T3_M","School life expectancy, primary and secondary, male (years)","RWA","Rwanda","2017","2017",10.95199,,
"SLE_1T3_M","School life expectancy, primary and secondary, male (years)","RWA","Rwanda","2018","2018",10.68153,,
"SLE_1T3_M","School life expectancy, primary and secondary, male (years)","RWA","Rwanda","2019","2019",10.76243,,
"SLE_1T3_M","School life expectancy, primary and secondary, male (years)","RWA","Rwanda","2021","2021",11.4043,,
"SLE_1_M","School life expectancy, primary, male (years)","MEX","Mexico","2016","2016",6.37561,,
"SLE_1_M","School life expectancy, primary, male (years)","MEX","Mexico","2017","2017",6.33137,,
"SLE_1_M","School life expectancy, primary, male (years)","MEX","Mexico","2018","2018",6.28175,,
"SLE_1_M","School life expectancy, primary, male (years)","MEX","Mexico","2019","2019",6.24952,,
"SLE_1_M","School life expectancy, primary, male (years)","MEX","Mexico","2020","2020",6.19098,,
"SLE_1T3_F","School life expectancy, primary and secondary, female (years)","40651","Australia and New Zealand","2016","2016",14.94218,,
"SLE_1T3_F","School life expectancy, primary and secondary, female (years)","40651","Australia and New Zealand","2017","2017",14.9219,,
"SLE_1T3_F","School life expectancy, primary and secondary, female (years)","40651","Australia and New Zealand","2018","2018",14.40256,,
"SLE_1T3_F","School life expectancy, primary and secondary, female (years)","40651","Australia and New Zealand","2019","2019",14.80611,,
"SLE_1T3_F","School life expectancy, primary and secondary, female (years)","40651","Australia and New Zealand","2020","2020",14.60414,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","ECU","Ecuador","2016","2016",2.19155,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","ECU","Ecuador","2017","2017",2.11589,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","ECU","Ecuador","2018","2018",1.98774,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","ECU","Ecuador","2019","2019",1.8927,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","ECU","Ecuador","2020","2020",1.68366,,
"SLE_02","School life expectancy, pre-primary, both sexes (years)","ECU","Ecuador","2021","2021",1.75028,,
